name,type,occurrence,vanillaWeight,weight
dreadnought_tower_main_8,tower_main,0,1140,855
dreadnought_tower_main_4_big,tower_main,0,1080,810
dreadnought_tower_main_austria_3,tower_main,0,1050,787.5
dreadnought_tower_main_austria_2,tower_main,0,960,720
dreadnought_tower_main_austria_1,tower_main,0,870,652.5
dreadnought_tower_main_austria_0,tower_main,0,780,585
dreadnought_tower_main_4_big2,tower_main,0,1050,787.5
dreadnought_tower_main_7,tower_main,0,1014,760.5
dreadnought_tower_main_6,tower_main,0,960,720
dreadnought_tower_main_5,tower_main,0,900,675
dreadnought_tower_main_5_var,tower_main,0,930,697.5
dreadnought_tower_main_6_var,tower_main,0,840,630
dreadnought_tower_main_4_bigvar,tower_main,0,810,607.5
dreadnought_tower_main_4,tower_main,0,750,562.5
dreadnought_tower_main_3_bigvar,tower_main,0,660,495
dreadnought_tower_main_3,tower_main,0,600,450
dreadnought_tower_cage_short3_usa,tower_main,0,400,300
dreadnought_tower_cage_5_usa_shared,tower_main,0,420,315
dreadnought_tower_cage_4_usa_shared,tower_main,0,360,270
dreadnought_tower_cage_5_usa,tower_main,0,345,258.75
dreadnought_tower_cage_short2_usa,tower_main,0,360,270
dreadnought_tower_cage_3_usa_newyork,tower_main,0,340,255
dreadnought_tower_cage_2_usa_newyork,tower_main,0,290,217.5
dreadnought_tower_cage_1_usa_newyork,tower_main,0,250,187.5
dreadnought_tower_cage_4_usa,tower_main,0,285,213.75
dreadnought_tower_cage_3_usa_big,tower_main,0,257,192.75
dreadnought_tower_cage_short1_usa,tower_main,0,245,183.75
dreadnought_tower_cage_3_usa,tower_main,0,236,177
dreadnought_tower_cage_2_usa,tower_main,0,216,162
dreadnought_tower_cage_2_usa_shared_big,tower_main,0,204,153
dreadnought_tower_cage_2_usa_shared,tower_main,0,186,139.5
dreadnought_tower_cage_1_usa_big,tower_main,0,174,130.5
dreadnought_tower_cage_1_usa,tower_main,0,156,117
dreadnought_tower_cage_0_usa_big,tower_main,0,147,110.25
dreadnought_tower_cage_0_usa,tower_main,0,132,99
dreadnought_tower_main_3_cl_var3,tower_main,0,700,525
dreadnought_tower_main_3_cl_var2,tower_main,0,700,525
dreadnought_tower_main_3_cl_var1,tower_main,0,630,472.5
dreadnought_tower_main_2_bigvar,tower_main,0,522,391.5
dreadnought_tower_main_2,tower_main,0,480,360
dreadnought_tower_german_main_7_large,tower_main,0,1110,832.5
dreadnought_tower_german_main_6_large,tower_main,0,1035,776.25
dreadnought_tower_german_main_5_large,tower_main,0,960,720
dreadnought_tower_german_main_4_large,tower_main,0,885,663.75
dreadnought_tower_german_main_3_large,tower_main,0,714,535.5
dreadnought_tower_german_main_2_large,tower_main,0,660,495
dreadnought_tower_german_main_1_large,tower_main,0,588,441
dreadnought_tower_german_main_b_2_large,tower_main,0,540,405
dreadnought_tower_german_main_b_large,tower_main,0,492,369
dreadnought_tower_german_main_1_large_var,tower_main,0,588,441
dreadnought_tower_german_main_b_2_large_var,tower_main,0,540,405
dreadnought_tower_german_main_b_large_var,tower_main,0,492,369
dreadnought_tower_german_main_3,tower_main,0,489,366.75
dreadnought_tower_german_main_2,tower_main,0,453.6,340.2
dreadnought_tower_german_main_1,tower_main,0,432,324
dreadnought_tower_german_main_b_2,tower_main,0,420,315
dreadnought_tower_german_main_b,tower_main,0,390,292.5
dreadnought_tower_german_main_3_small,tower_main,0,489,366.75
dreadnought_tower_german_main_2_small,tower_main,0,453.6,340.2
dreadnought_tower_german_main_1_small,tower_main,0,432,324
dreadnought_tower_german_main_b_2_small,tower_main,0,420,315
dreadnought_tower_german_main_b_small,tower_main,0,390,292.5
dreadnought_tower_german_main_3_small_var,tower_main,0,369,276.75
dreadnought_tower_german_main_2_small_small,tower_main,0,333.6,250.2
dreadnought_tower_german_main_1_small_small,tower_main,0,312,234
dreadnought_tower_german_main_b_2_small_small,tower_main,0,300,225
dreadnought_tower_german_main_b_small_small,tower_main,0,270,202.5
cruiser_tower_german_barbette_10,tower_main,0,810,607.5
cruiser_tower_german_barbette_9,tower_main,0,730,547.5
cruiser_tower_german_barbette_8,tower_main,0,660,495
cruiser_tower_german_barbette_7,tower_main,0,600,450
cruiser_tower_german_barbette_6,tower_main,0,561,420.75
cruiser_tower_german_barbette_5,tower_main,0,537,402.75
cruiser_tower_german_barbette_4,tower_main,0,501,375.75
cruiser_tower_german_barbette_3,tower_main,0,477,357.75
cruiser_tower_german_barbette_2,tower_main,0,429,321.75
cruiser_tower_german_barbette_1,tower_main,0,390,292.5
cruiser_tower_generic_barbette_3,tower_main,0,537,402.75
cruiser_tower_generic_barbette_2,tower_main,0,489,366.75
cruiser_tower_generic_barbette_1,tower_main,0,450,337.5
dreadnought_tower_main_4_forflat_var2,tower_main,0,762,571.5
dreadnought_tower_main_4_forflat_var1,tower_main,0,720,540
dreadnought_tower_main_italian_3,tower_main,0,462,346.5
dreadnought_tower_main_italian_2,tower_main,0,462,346.5
dreadnought_tower_main_italian_1,tower_main,0,420,315
dreadnought_tower_main_4_japan,tower_main,0,750,562.5
dreadnought_tower_main_3_japan,tower_main,0,690,517.5
dreadnought_tower_main_2_japan,tower_main,0,630,472.5
dreadnought_tower_main_1_japan,tower_main,0,570,427.5
dreadnought_tower_main_4_japan_semi,tower_main,0,570,427.5
dreadnought_tower_main_3_japan_semi,tower_main,0,510,382.5
dreadnought_tower_main_2_japan_semi,tower_main,0,450,337.5
dreadnought_tower_main_1_japan_semi,tower_main,0,390,292.5
dreadnought_tower_main_1_bigvar,tower_main,0,336,252
dreadnought_tower_main_1,tower_main,0,300,225
dreadnought_flat_tower_main_4,tower_main,0,834,625.5
dreadnought_flat_tower_main_3,tower_main,0,660,495
dreadnought_flat_tower_main_2,tower_main,0,570,427.5
dreadnought_flat_tower_main_1,tower_main,0,492,369
dreadnought_tower_main_4_forflat4,tower_main,0,1050,787.5
dreadnought_tower_main_4_forflat3,tower_main,0,960,720
dreadnought_tower_main_4_forflat2,tower_main,0,870,652.5
dreadnought_tower_main_4_forflat,tower_main,0,780,585
dreadnought_flat_tower_main_4_norm,tower_main,0,714,535.5
dreadnought_flat_tower_main_3_norm,tower_main,0,540,405
dreadnought_flat_tower_main_2_norm_cruiser2,tower_main,0,600,450
dreadnought_flat_tower_main_2_norm_cruiser1,tower_main,0,540,405
dreadnought_flat_tower_main_2_norm,tower_main,0,480,360
dreadnought_flat_tower_main_2_smaller,tower_main,0,438,328.5
dreadnought_flat_tower_main_1_norm,tower_main,0,414,310.5
dreadnought_flat_tower_main_1_smaller,tower_main,0,372,279
heavy_ca_german_spee_tower_main_5,tower_main,0,1680,1260
heavy_ca_german_spee_tower_main_4,tower_main,0,1614,1210.5
heavy_ca_german_spee_tower_main_3,tower_main,0,1500,1125
heavy_ca_german_spee_tower_main_2,tower_main,0,1350,1012.5
heavy_ca_german_spee_tower_main_1,tower_main,0,1194,895.5
heavy_ca_german_spee_tower_main_0,tower_main,0,1092,819
heavy_ca_hood_tower_main_1var2,tower_main,0,1525,1143.75
heavy_ca_hood_tower_main_1var1,tower_main,0,1430,1072.5
heavy_ca_hood_tower_main_1,tower_main,0,1350,1012.5
heavy_ca_german_tower_main_1_big_adv_7,tower_main,0,2200,1650
heavy_ca_german_tower_main_1_big_adv_6,tower_main,0,1970,1477.5
heavy_ca_german_tower_main_1_big_adv_5,tower_main,0,1850,1387.5
heavy_ca_german_tower_main_1_big_adv_4,tower_main,0,1710,1282.5
heavy_ca_german_tower_main_1_big_adv_3,tower_main,0,1550,1162.5
heavy_ca_german_tower_main_1_big_adv_2,tower_main,0,1400,1050
heavy_ca_german_tower_main_1_big_adv_1,tower_main,0,1300,975
heavy_ca_german_tower_main_1_big,tower_main,0,1410,1057.5
heavy_ca_german_tower_main_1,tower_main,0,1260,945
heavy_ca_german_tower_main_1_small,tower_main,0,1140,855
heavy_ca_german_tower_main_exp_3,tower_main,0,1275,956.25
heavy_ca_german_tower_main_exp_2,tower_main,0,1125,843.75
heavy_ca_german_tower_main_exp_1,tower_main,0,1000,750
heavy_ca_german_tower_main_exp_3_small,tower_main,0,900,675
heavy_ca_german_tower_main_exp_2_small,tower_main,0,825,618.75
heavy_ca_german_tower_main_exp_1_small,tower_main,0,740,555
modern_tower_main_3_ca_usa,tower_main,0,1140,855
modern_tower_main_3_ca_usa_small,tower_main,0,1020,765
modern_tower_main_2_ca_usa,tower_main,0,930,697.5
modern_tower_main_2_ca_usa_small,tower_main,0,855,641.25
heavy_ca_tower_main_6,tower_main,0,1295,971.25
heavy_ca_tower_main_5,tower_main,0,1175,881.25
heavy_ca_tower_main_4,tower_main,0,960,720
heavy_ca_tower_main_3,tower_main,0,870,652.5
heavy_ca_tower_main_2_enormous,tower_main,0,972,729
heavy_ca_tower_main_2_huge2,tower_main,0,918,688.5
atlanta_tower_main_base11_var,tower_main,0,2100,1575
atlanta_tower_main_base10_var,tower_main,0,1995,1496.25
atlanta_tower_main_base9_var,tower_main,0,1785,1338.75
atlanta_tower_main_base8_var,tower_main,0,1800,1350
atlanta_tower_main_base7_var,tower_main,0,1695,1271.25
atlanta_tower_main_base6_var,tower_main,0,1585,1188.75
dido_tower_main_13,tower_main,0,2150,1612.5
dido_tower_main_12,tower_main,0,1990,1492.5
dido_tower_main_11,tower_main,0,1880,1410
dido_tower_main_10,tower_main,0,1790,1342.5
dido_tower_main_9,tower_main,0,1700,1275
dido_tower_main_8,tower_main,0,1600,1200
dido_tower_main_7,tower_main,0,1500,1125
dido_tower_main_6,tower_main,0,1425,1068.75
dido_tower_main_5,tower_main,0,1375,1031.25
dido_tower_main_4,tower_main,0,1175,881.25
atlanta_tower_main_base5_var,tower_main,0,1235,926.25
atlanta_tower_main_base4_var,tower_main,0,1100,825
atlanta_tower_main_base3_var,tower_main,0,990,742.5
dido_tower_main_3_large2,tower_main,0,1050,787.5
dido_tower_main_3_large,tower_main,0,955,716.25
dido_tower_main_3,tower_main,0,905,678.75
atlanta_tower_main_base2_var,tower_main,0,915,686.25
atlanta_tower_main_base1_var,tower_main,0,855,641.25
atlanta_tower_main_base5,tower_main,0,1235,926.25
dido_tower_main_4_plain,tower_main,0,925,693.75
atlanta_tower_main_base4,tower_main,0,935,701.25
atlanta_tower_main_base3,tower_main,0,855,641.25
dido_tower_main_2,tower_main,0,805,603.75
atlanta_tower_main_base2,tower_main,0,795,596.25
atlanta_tower_main_base1,tower_main,0,755,566.25
dido_tower_main_var_3,tower_main,0,790,592.5
dido_tower_main_1,tower_main,0,705,528.75
dido_tower_main_old_heavy3,tower_main,0,970,727.5
dido_tower_main_old_heavy2,tower_main,0,880,660
dido_tower_main_old_heavy1,tower_main,0,800,600
dido_tower_main_old_1_big3,tower_main,0,735,551.25
dido_tower_main_old_1_big2,tower_main,0,695,521.25
dido_tower_main_old_1_big,tower_main,0,620,465
dido_tower_main_old_1,tower_main,0,570,427.5
dido_tower_main_old_1_small,tower_main,0,510,382.5
dido_tower_main_old_1_vsmall,tower_main,0,430,322.5
dido_tower_main_var_2,tower_main,0,380,285
dido_tower_main_var_1,tower_main,0,330,247.5
dido_tower_main_var_0,tower_main,0,290,217.5
deRuyter_tower_main_b_big2_var,tower_main,0,515,386.25
deRuyter_tower_main_b_big_var,tower_main,0,465,348.75
deRuyter_tower_main_b_var,tower_main,0,425,318.75
dido_tower_main_var_2_var,tower_main,0,420,315
dido_tower_main_var_1_var,tower_main,0,360,270
dido_tower_main_var_0_var,tower_main,0,320,240
treaty_armored_tower_main_3,tower_main,0,850,637.5
treaty_armored_tower_main_2,tower_main,0,790,592.5
treaty_armored_tower_main_1,tower_main,0,750,562.5
treaty_generic_tower_main_4,tower_main,0,500,375
treaty_generic_tower_main_3,tower_main,0,425,318.75
treaty_generic_tower_main_2,tower_main,0,375,281.25
treaty_generic_tower_main_1,tower_main,0,330,247.5
treaty_generic_tower_main_var_3,tower_main,0,530,397.5
treaty_generic_tower_main_var_2,tower_main,0,420,315
treaty_generic_tower_main_var_1,tower_main,0,380,285
brooklyn_tower_main_adv4,tower_main,0,1590,1192.5
brooklyn_tower_main_adv3,tower_main,0,1400,1050
brooklyn_tower_main_adv2,tower_main,0,1250,937.5
brooklyn_tower_main_adv1,tower_main,0,1100,825
brooklyn_tower_main_adv3_small,tower_main,0,1140,855
brooklyn_tower_main_adv2_small,tower_main,0,1070,802.5
brooklyn_tower_main_adv1_small,tower_main,0,950,712.5
brooklyn_tower_main_3,tower_main,0,800,600
brooklyn_tower_main_2,tower_main,0,700,525
brooklyn_tower_main_1,tower_main,0,600,450
brooklyn_tower_main_medium_2,tower_main,0,1150,862.5
brooklyn_tower_main_medium_1,tower_main,0,1000,750
deRuyter_tower_main_b_big5,tower_main,0,725,543.75
deRuyter_tower_main_b_big4,tower_main,0,655,491.25
deRuyter_tower_main_b_big3,tower_main,0,565,423.75
brooklyn_tower_main_tiny_2_var3,tower_main,0,500,375
brooklyn_tower_main_tiny_2_var2,tower_main,0,430,322.5
brooklyn_tower_main_tiny_2_var1,tower_main,0,375,281.25
deRuyter_tower_main_a_big3,tower_main,0,725,543.75
deRuyter_tower_main_a_big2,tower_main,0,620,465
deRuyter_tower_main_a_big,tower_main,0,575,431.25
deRuyter_tower_main_a,tower_main,0,515,386.25
deRuyter_tower_main_b_big2,tower_main,0,495,371.25
deRuyter_tower_main_b_big,tower_main,0,445,333.75
deRuyter_tower_main_b,tower_main,0,405,303.75
brooklyn_tower_main_small_3,tower_main,0,585,438.75
brooklyn_tower_main_small_2,tower_main,0,510,382.5
brooklyn_tower_main_small_1,tower_main,0,470,352.5
brooklyn_tower_main_tiny_2,tower_main,0,330,247.5
brooklyn_tower_main_tiny_1,tower_main,0,290,217.5
heavy_ca_tower_main_2_huge2_caversion,tower_main,0,918,688.5
heavy_ca_tower_main_2_huge,tower_main,0,858,643.5
trento_tower_small_2,tower_main,0,870,652.5
trento_tower_small_1,tower_main,0,750,562.5
heavy_ca_tower_main_2_big,tower_main,0,810,607.5
heavy_ca_tower_main_2_bigcar2,tower_main,0,750,562.5
heavy_ca_tower_main_2_bigvar1,tower_main,0,714,535.5
heavy_ca_tower_main_2,tower_main,0,660,495
heavy_ca_tower_main_1,tower_main,0,585,438.75
late_ca_tower_main_7,tower_main,0,762,571.5
late_ca_tower_main_7_small,tower_main,0,690,517.5
late_ca_tower_main_6,tower_main,0,660,495
late_ca_tower_main_5,tower_main,0,570,427.5
late_ca_tower_main_5_small,tower_main,0,540,405
late_ca_tower_main_4,tower_main,0,510,382.5
late_ca_tower_main_4_small,tower_main,0,486,364.5
late_ca_tower_main_3_big,tower_main,0,489,366.75
late_ca_tower_main_3,tower_main,0,462,346.5
late_ca_tower_main_3_small,tower_main,0,432,324
monte_tower_main_big_3,tower_main,0,395,296.25
monte_tower_main_big_2,tower_main,0,345,258.75
monte_tower_main_big,tower_main,0,305,228.75
monte_tower_main_small_3,tower_main,0,335,251.25
monte_tower_main_small_2,tower_main,0,305,228.75
monte_tower_main_small,tower_main,0,279,209.25
monte_tower_main_small_varnew2,tower_main,0,600,450
monte_tower_main_small_varnew1,tower_main,0,550,412.5
treaty_lowprofile_main_tower_2_var,tower_main,0,500,375
treaty_lowprofile_main_tower_1_var,tower_main,0,410,307.5
treaty_lowprofile_main_tower_1_small_var,tower_main,0,355,266.25
treaty_lowprofile_main_tower_2,tower_main,0,300,225
treaty_lowprofile_main_tower_1,tower_main,0,260,195
treaty_lowprofile_main_tower_1_small,tower_main,0,230,172.5
kgeorge_tower_0_small2_small,tower_main,0,1374,1030.5
kgeorge_tower_0_small2,tower_main,0,1260,945
kgeorge_tower_0_small3,tower_main,0,1080,810
kgeorge_tower_0_small4,tower_main,0,990,742.5
kgeorge_tower_canarias,tower_main,0,750,562.5
kgeorge_tower_navarra_big,tower_main,0,720,540
kgeorge_tower_navarra_big2,tower_main,0,660,495
kgeorge_tower_navarra,tower_main,0,600,450
mogami_main_tower_atagostyle3,tower_main,0,1850,1387.5
mogami_main_tower_atagostyle2,tower_main,0,1850,1387.5
mogami_main_tower_atagostyle1,tower_main,0,1750,1312.5
fuso_tower_main_1_small,tower_main,0,1260,945
modern_tower_main_3_bc_small,tower_main,0,1800,1350
modern_tower_main_2_bc_small,tower_main,0,1200,900
modern_tower_main_3_bc_vsmall,tower_main,0,1560,1170
modern_tower_main_2_bc_vsmall,tower_main,0,1050,787.5
pagoda_tower_japan_cruiser,tower_main,0,810,607.5
modern_tower_main_2_bc_old,tower_main,0,1800,1350
modern_tower_main_2_bc_old_smallvar,tower_main,0,1650,1237.5
modern_tower_main_1_bc,tower_main,0,1320,990
modern_tower_main_1_bc_smallvar,tower_main,0,1200,900
modern_tower_main_4_bc,tower_main,0,1800,1350
modern_tower_main_3_bc,tower_main,0,2100,1575
modern_tower_main_2_bc,tower_main,0,1500,1125
mogami_main_tower_3_xlarge,tower_main,0,1650,1237.5
mogami_main_tower_3_vlarge,tower_main,0,1290,967.5
mogami_main_tower_3_vlarge_var,tower_main,0,1170,877.5
mogami_main_tower_3_large,tower_main,0,1038,778.5
mogami_main_tower_3_large_small,tower_main,0,990,742.5
mogami_main_tower_2_large,tower_main,0,870,652.5
mogami_main_tower_2_large_small,tower_main,0,834,625.5
mogami_main_tower_1_large,tower_main,0,774,580.5
mogami_main_tower_1_large_small,tower_main,0,738,553.5
mogami_main_tower_3,tower_main,0,714,535.5
mogami_main_tower_3_small_var,tower_main,0,654,490.5
mogami_main_tower_2,tower_main,0,582,436.5
mogami_main_tower_2_small_var,tower_main,0,552,414
mogami_main_tower_1,tower_main,0,510,382.5
mogami_main_tower_1_small_var,tower_main,0,480,360
mogami_main_tower_3_small,tower_main,0,504,378
mogami_main_tower_2_small,tower_main,0,426,319.5
mogami_main_tower_1_small,tower_main,0,372,279
mogami_main_tower_3_smallest,tower_main,0,492,369
mogami_main_tower_2_smallest,tower_main,0,408,306
mogami_main_tower_1_smallest,tower_main,0,354,265.5
canarias_tower_2,tower_main,0,630,472.5
canarias_tower_1,tower_main,0,540,405
lightcruiser_main_tall_2,tower_main,0,480,360
lightcruiser_main_tall_1,tower_main,0,390,292.5
late_ca_tower_main_2,tower_main,0,360,270
late_ca_tower_main_2_small,tower_main,0,315,236.25
lightcruiser_main_tall_2_kuma_big,tower_main,0,330,247.5
lightcruiser_main_tall_2_kuma,tower_main,0,300,225
lightcruiser_main_tall_1_var,tower_main,0,201,150.75
late_ca_tower_main_1,tower_main,0,300,225
battlecruiser_tower_main_5,tower_main,0,1062,796.5
battlecruiser_tower_main_big_2,tower_main,0,1014,760.5
battlecruiser_tower_main_big_2_small,tower_main,0,972,729
battlecruiser_tower_main_big_1,tower_main,0,936,702
battlecruiser_tower_main_big_1_small,tower_main,0,870,652.5
battlecruiser_tower_main_big_2_var,tower_main,0,834,625.5
battlecruiser_tower_main_big_2_var_small,tower_main,0,744,558
battlecruiser_tower_main_big_1_var,tower_main,0,660,495
battlecruiser_tower_main_big_1_var_small,tower_main,0,600,450
battlecruiser_tower_main_3,tower_main,0,579,434.25
battlecruiser_tower_main_3_small,tower_main,0,522,391.5
battlecruiser_tower_main_3_smaller,tower_main,0,498,373.5
battlecruiser_tower_main_4_vartall,tower_main,0,660,495
battlecruiser_tower_main_3_vartall,tower_main,0,579,434.25
battlecruiser_tower_main_3_small_vartall,tower_main,0,522,391.5
battlecruiser_tower_main_3_smaller_vartall,tower_main,0,498,373.5
battlecruiser_tower_main_4,tower_main,0,420,315
battlecruiser_tower_main_4_small,tower_main,0,390,292.5
battlecruiser_tower_main_2,tower_main,0,525,393.75
battlecruiser_tower_main_2_small,tower_main,0,474,355.5
battlecruiser_tower_main_1,tower_main,0,285,213.75
battlecruiser_tower_main_1_small,tower_main,0,240,180
agamemnon_tower_main_4,tower_main,0,372,279
agamemnon_tower_main_3,tower_main,0,330,247.5
borodino_tower_main_4_italy,tower_main,0,500,375
agamemnon_tower_main_2_italian,tower_main,0,400,300
agamemnon_tower_main_2,tower_main,0,240,180
agamemnon_tower_main_2_small,tower_main,0,225,168.75
agamemnon_tower_main_1,tower_main,0,201,150.75
pre-dreadnought_tower_main_9,tower_main,0,495,371.25
pre-dreadnought_tower_main_8,tower_main,0,425,318.75
pre-dreadnought_tower_main_7,tower_main,0,395,296.25
pre-dreadnought_tower_main_6,tower_main,0,375,281.25
pre-dreadnought_tower_main_5,tower_main,0,360,270
pre-dreadnought_tower_main_4,tower_main,0,336,252
pre-dreadnought_tower_main_3,tower_main,0,300,225
pre-dreadnought_tower_main_2_big,tower_main,0,276,207
pre-dreadnought_tower_main_2,tower_main,0,264,198
pre-dreadnought_tower_main_3_usa,tower_main,0,396,297
pre-dreadnought_tower_main_2_italy,tower_main,0,380,285
pre-dreadnought_tower_main_2_usa,tower_main,0,360,270
pre-dreadnought_tower_main_1,tower_main,0,240,180
pre-dreadnought_tower_main_1_italy,tower_main,0,350,262.5
pre-dreadnought_tower_main_1_usa,tower_main,0,336,252
armouredcruiser_friedrich_tower_main_usaversion2,tower_main,0,300,225
armouredcruiser_friedrich_tower_main_usaversion1,tower_main,0,252,189
borodino_tower_main_4,tower_main,0,450,337.5
agamemnon_tower_main_3_var,tower_main,0,330,247.5
french_danton_tower_main_1_bigger,tower_main,0,690,517.5
french_danton_tower_main_1_big,tower_main,0,615,461.25
french_danton_tower_main_0_bigger,tower_main,0,495,371.25
french_danton_tower_main_2,tower_main,0,540,405
french_danton_tower_main_0_big,tower_main,0,435,326.25
french_danton_tower_main_1,tower_main,0,495,371.25
french_danton_tower_main_0,tower_main,0,375,281.25
french_old_tower_main_2_big,tower_main,0,435,326.25
french_old_tower_main_2,tower_main,0,405,303.75
french_old_tower_main_2_small,tower_main,0,372,279
french_usold_tower_main_4,tower_main,0,770,577.5
french_usold_tower_main_3,tower_main,0,665,498.75
french_usold_tower_main_2,tower_main,0,575,431.25
french_usold_tower_main_1,tower_main,0,500,375
french_usold_tower_main_1_small,tower_main,0,410,307.5
french_usold_tower_main_1_xsmall,tower_main,0,330,247.5
french_old_tower_main_1,tower_main,0,351,263.25
french_old_tower_main_1_small,tower_main,0,321,240.75
french_old_tower_main_1_smaller,tower_main,0,297,222.75
borodino_tower_main_3,tower_main,0,360,270
tsesarevich_tower_main_1_big,tower_main,0,336,252
tsesarevich_tower_main_2,tower_main,0,288,216
tsesarevich_tower_main_1,tower_main,0,240,180
borodino_tower_main_2,tower_main,0,282,211.5
borodino_tower_main_1,tower_main,0,264,198
friedrich_tower_main_5,tower_main,0,492,369
friedrich_tower_main_4,tower_main,0,474,355.5
friedrich_tower_main_3,tower_main,0,432,324
friedrich_tower_main_2,tower_main,0,378,283.5
friedrich_tower_main_1,tower_main,0,324,243
armouredcruiser_friedrich_tower_main_brandenburgversion_3_big,tower_main,0,414,310.5
armouredcruiser_friedrich_tower_main_brandenburgversion_2_big,tower_main,0,378,283.5
armouredcruiser_friedrich_tower_main_brandenburgversion_1_big,tower_main,0,330,247.5
brandenburg_tower_main_1_Smaller_big,tower_main,0,300,225
brandenburg_tower_main_1,tower_main,0,264,198
armouredcruiser_friedrich_tower_main_brandenburgversion_3,tower_main,0,390,292.5
armouredcruiser_friedrich_tower_main_brandenburgversion_2,tower_main,0,354,265.5
armouredcruiser_friedrich_tower_main_brandenburgversion_1,tower_main,0,300,225
brandenburg_tower_main_1_Smaller,tower_main,0,240,180
brandenburg_tower_main_1_Smallest,tower_main,0,210,157.5
brandenburg_tower_main_1_Smallest_basic,tower_main,0,190,142.5
armouredcruiser_friedrich_tower_main_6,tower_main,0,465,348.75
armouredcruiser_friedrich_tower_main_5,tower_main,0,414,310.5
armouredcruiser_friedrich_tower_main_4,tower_main,0,372,279
armouredcruiser_friedrich_tower_main_3,tower_main,0,342,256.5
armouredcruiser_friedrich_tower_main_2,tower_main,0,300,225
armouredcruiser_friedrich_tower_main_1,tower_main,0,225,168.75
armouredcruiser_friedrich_tower_main_2_xbig,tower_main,0,273,204.75
armouredcruiser_friedrich_tower_main_2_vbig,tower_main,0,255,191.25
armouredcruiser_friedrich_tower_main_2_big,tower_main,0,240,180
armouredcruiser_friedrich_tower_main_2_small,tower_main,0,210,157.5
armouredcruiser_friedrich_tower_main_1_small,tower_main,0,150,112.5
armouredcruiser_tower_main_3_omaha,tower_main,0,630,472.5
armouredcruiser_tower_main_2_omaha,tower_main,0,567,425.25
armouredcruiser_tower_main_1_omaha,tower_main,0,528,396
armouredcruiser_tower_main_7_mod,tower_main,0,510,382.5
armouredcruiser_tower_main_6_mod,tower_main,0,450,337.5
armouredcruiser_tower_main_warrior_3_mod,tower_main,0,420,315
armouredcruiser_tower_main_warrior_2_mod,tower_main,0,360,270
armouredcruiser_tower_main_warrior_1_mod,tower_main,0,300,225
armouredcruiser_tower_main_7,tower_main,0,420,315
armouredcruiser_tower_main_6,tower_main,0,330,247.5
armouredcruiser_tower_main_6_smaller,tower_main,0,306,229.5
armouredcruiser_tower_main_warrior_3_barbette,tower_main,0,390,292.5
armouredcruiser_tower_main_warrior_2_barbette,tower_main,0,350,262.5
armouredcruiser_tower_main_warrior_1_barbette,tower_main,0,320,240
armouredcruiser_tower_main_warrior_3,tower_main,0,420,315
armouredcruiser_tower_main_warrior_2,tower_main,0,360,270
armouredcruiser_tower_main_warrior_1,tower_main,0,300,225
armouredcruiser_tower_main_3_var,tower_main,0,231,173.25
armouredcruiser_tower_main_3_var_small,tower_main,0,201,150.75
lightcruiser_tower_main_3_big,tower_main,0,159,119.25
armouredcruiser_tower_main_5,tower_main,0,330,247.5
armouredcruiser_tower_main_5_medium,tower_main,0,288,216
armouredcruiser_tower_main_5_small,tower_main,0,240,180
armouredcruiser_tower_main_5_tiny,tower_main,0,198,148.5
armouredcruiser_tower_main_5_extratiny,tower_main,0,180,135
armouredcruiser_tower_main_4,tower_main,0,270,202.5
armouredcruiser_tower_main_4_medium,tower_main,0,240,180
armouredcruiser_tower_main_4_small,tower_main,0,204,153
armouredcruiser_tower_main_4_tiny,tower_main,0,162,121.5
armouredcruiser_tower_main_4_extratiny,tower_main,0,150,112.5
armouredcruiser_tower_main_3,tower_main,0,231,173.25
armouredcruiser_tower_main_3_medium,tower_main,0,216,162
armouredcruiser_tower_main_3_small,tower_main,0,174,130.5
armouredcruiser_tower_main_3_tiny,tower_main,0,144,108
armouredcruiser_tower_main_3_extratiny,tower_main,0,132,99
armouredcruiser_tower_main_2,tower_main,0,219,164.25
armouredcruiser_tower_main_2_medium,tower_main,0,204,153
armouredcruiser_tower_main_2_small,tower_main,0,162,121.5
armouredcruiser_tower_main_2_tiny,tower_main,0,132,99
armouredcruiser_tower_main_2_extratiny,tower_main,0,120,90
armouredcruiser_tower_main_1,tower_main,0,210,157.5
armouredcruiser_tower_main_1_medium,tower_main,0,192,144
armouredcruiser_tower_main_1_small,tower_main,0,150,112.5
armouredcruiser_tower_main_1_tiny,tower_main,0,120,90
armouredcruiser_tower_main_1_extratiny,tower_main,0,105,78.75
lightcruiser_tower_main_5_advanced,tower_main,0,240,180
armouredcruiser_tower_main_warrior_3_var,tower_main,0,240,180
lightcruiser_tower_main_5_var,tower_main,0,201,150.75
lightcruiser_tower_main_5_small,tower_main,0,180,135
lightcruiser_tower_main_5_smaller,tower_main,0,159,119.25
lightcruiser_tower_main_5,tower_main,0,201,150.75
lightcruiser_tower_main_4,tower_main,0,177,132.75
lightcruiser_tower_main_4_small,tower_main,0,153,114.75
lightcruiser_tower_main_4_smaller,tower_main,0,129,96.75
lightcruiser_tower_main_3_advanced,tower_main,0,180,135
lightcruiser_tower_main_3,tower_main,0,132,99
lightcruiser_tower_main_2,tower_main,0,114,85.5
lightcruiser_tower_main_2_low,tower_main,0,102,76.5
lightcruiser_tower_main_2_lower,tower_main,0,90,67.5
french_old_tower_main_4_cruiser,tower_main,0,300,225
